Investor Name,Geography,Check Size,Stages,Investment Thesis,Fake Email
TPY Capital VC firm,Israel,$2M to $7M,3. Early Revenue 2. Prototype +1,We invest in early and revenue-generating B2B enterprise software-related companies with a focus on cloud...,team@tpy.com
Cosmos Capital Managem... VC firm,Australia USA +6,$100k to $5M,1. Idea or Patent 2. Prototype +3,We invest in early stage innovative companies across all sectors. We are looking for founders that are challenging the...,contact@cosmosmanagem.com
Triple Point (UK) VC firm,UK,$250k to $2M,3. Early Revenue 4. Scaling +1,We invest in UK B2B software businesses and B2B/B2C businesses with a positive social impact. Businesses typically...,invest@triplepointuk.com
Aezist Family office,USA Austria +23,$350k to $1.5M,1. Idea or Patent 2. Prototype +4,"We invest in B2B freight-tech, insurance-tech, synthetic biology, crop protection, energy, mobility, space, ed-tech,...",invest@aezist.com
BIP Capital VC firm,USA Canada,$100k to $10M,3. Early Revenue 4. Scaling,"We invest at seed and Series A in B2B SaaS, Healthcare IT, Fintech, Digital Media and Entertainment, Developer Tools,...",invest@bip.com
Brand Capital VC firm,USA UK +9,$500k to $5M,3. Early Revenue 4. Scaling +2,We invest in stage and sector agnostic companies that are looking to expand to...,team@brand.com
BlueYard Capital VC firm,USA Germany +12,$500k to $5M,1. Idea or Patent 2. Prototype +1,We invest in founders with transformative ideas that decentralize markets and empower...,blueyard@gmail.com
Parallel Family office,USA Canada,$100k to $1M,2. Prototype 3. Early Revenue,We invest in pre-seed and seed start-ups with products and services that make wellness more accessible. Our eight...,info@parallel.com
London Real Ventures VC firm,Canada USA +7,$100k to $500k,6. Pre-IPO 5. Growth +3,"We invest in AI, Blockchain and Metaverse startups from pre-seed to Series A.",contact@londonreal.com
Keyrus Corporate VC,France Israel,$100k to $500k,3. Early Revenue,"We invest in B2B, digital, MedTech, Big data, IA, Retail and Fintech mostly.",keyruscorporatevc@gmail.com
Graham & Walker VC firm,USA,$25k to $400k,2. Prototype 3. Early Revenue +1,We invest in women founded companies.,grahamwalker@hotmail.com
Select Venture Equity Angel network,Malaysia Philippines +11,$50k to $200k,1. Idea or Patent 2. Prototype +2,"We invest in Pre-Seed to Seed stage startups in the MENA region. We are sector agnostic, look for at least 2 full-time...",selectventureequity@gmail.com
Quest Venture Partners VC firm,USA,$400k to $3M,2. Prototype 3. Early Revenue,We invest in early-stage software and SaaS startups,team@questventurepartners.com
E12 Ventures VC firm,USA,$2M to $5M,4. Scaling 5. Growth,"We invest in Artificial Intelligence, Data Infrastructure, Industrial Internet, Robotics & Autonomy, Computer Vision...",e12@gmail.com
Melnichek Investments Startup studio,Switzerland Cyprus +3,$50k to $500k,1. Idea or Patent 2. Prototype,We specialize in empowering young projects and turning the best ideas into reality together with talented...,team@melnichekinvestmentsstartupstudio.com
Cerulean Ventures VC firm,Kenya Mexico +9,$100k to $300k,1. Idea or Patent 2. Prototype,"We invest in open source software, blockchain, crypto, and climate tech from pre-seed to seed,...",invest@cerulean.com
"Miracleplus (Former Y-... Incubator, Accelerator",Kenya South Africa +5,$300k to $12M,1. Idea or Patent 2. Prototype +3,We accelerate startups across all verticals and geographies from ideation to Series...,hello@miracleplusformeryubatoraccelerator.com
Better Ventures VC firm,USA,$500k to $1M,1. Idea or Patent 2. Prototype +2,We invest in pre-seed/seed mission-driven founders leveraging breakthrough science and technology in...,better@gmail.com
Reasoned Ventures Family office,India USA +1,$100k to $1M,1. Idea or Patent 2. Prototype +1,We invest in early-stage tech-centric funding across the globe and have made some qualitative investments in startups...,hello@reasoned.com
HoriZen Capital PE fund,Canada USA +3,$500k to $5M,4. Scaling 5. Growth,We Invest in B2B SaaS companies between $1m and $5m in ARR,team@horizenpefund.com
42CAP VC firm,Germany France +36,$500k to $2M,3. Early Revenue 2. Prototype,We invest in seed-stage tech- and data-driven B2B software companies across Europe with global ambition....,invest@42cap.com
Indus Equity Partners PE fund,Australia France +8,$50M to $100M,4. Scaling 5. Growth +1,We are a Sector Agnostic PE fund.,indusequitypartnerspefund@gmail.com
XAnge VC firm,France Germany +4,$400k to $10M,1. Idea or Patent 2. Prototype +2,"We invest in digital, deeptech & impact startups based in France or Germany in pre-seed, seed & serie A stages...",invest@xange.com
Abhishek Roushan Solo angel,China Hong Kong +9,$1k to $25k,3. Early Revenue,"I invest in SAAS, With Early Sign of Revenue and GenZ founders. Preferred Market is SEA. Exited last co at...",abhishek@roushan.com
Entrepreneur Invest PE fund,France Belgium +3,$2M to $10M,5. Growth 6. Pre-IPO +1,"We invest in Late Venture, Growth Capital and Buy-Out operations with investment tickets from €2M to...",invest@entrepreneurinvestpefund.com
Pi Campus VC firm,USA Italy,$50k to $500k,3. Early Revenue 4. Scaling,We invest in AI-applied startups worldwide. Italy is where our heart is.,picampus@gmail.com
Proximity Ventures VC firm,Nigeria Kenya +3,$15k to $50k,3. Early Revenue 4. Scaling,We Invest in early stage companies primarily in Africa.,contact@proximity.com
"Katapult Seed Incubator, Accelerator",USA Norway +27,$150k to $500k,3. Early Revenue 2. Prototype,We invest in global seed stage climate tech across land and ocean,team@katapultseedubatoraccelerator.com
Vertis SGR VC firm,Italy,$3M to $8M,4. Scaling 3. Early Revenue,We invest in Italy-based tech start-ups with proven traction in the market (at least €1m revenues or €100k MRR for...,contact@vertissgr.com
PJC VC firm,USA,$500k to $2M,1. Idea or Patent 2. Prototype +2,"We invest in fintech, B2B SaaS, consumer, and AI. Our sweet spot ranges from pre-revenue to seed-ext...",pjc@gmail.com
Moneta Ventures VC firm,USA,$500k to $5M,3. Early Revenue 4. Scaling,"We invest in B2C, West Coast & Texas, Enterprise Software",team@moneta.com
Vine VC VC firm,USA Canada +2,$50k to $500k,1. Idea or Patent 2. Prototype +4,"We invest in the advancement of conscious health and wellbeing, with a focus on psychedelics (e.g., drug development,...",invest@vinevc.com
Supernode Ventures VC firm,USA Mexico +2,$50k to $100k,3. Early Revenue 4. Scaling,We invest in all verticals (generalist fund) and are looking to support outstanding entrepreneurs in their journeys to...,hello@supernode.com
Aston Capital Family office,USA Israel +1,$500k to $2M,3. Early Revenue 6. Pre-IPO +4,We invest across all areas,team@aston.com
George Pertsinidis Solo angel,USA India +12,$1k to $100k,1. Idea or Patent 2. Prototype +2,"I invest in Fintech, Saas, Agritech",george@pertsinidis.com
SuperAngel.Fund VC firm,USA,$25k to $250k,2. Prototype 1. Idea or Patent +2,"We invest in Consumer, PropTech & Future of Work. The fund is led by Ben Zises who was the first investor and founding...",contact@superangelfund.com
Kaya Ventures VC firm,USA,$100k to $500k,1. Idea or Patent 2. Prototype +1,We invest in pre-seed companies expanding access to wellness within underserved markets....,invest@kaya.com
Arkéa Capital VC firm,France,$2M to $5M,4. Scaling 5. Growth,"We invest in climate and energy transition (carbon, biodiversity, pollution reduction, etc.), the circular economy...",arkéa@gmail.com
Florian Huber Solo angel,Germany USA +1,$100k to $200k,4. Scaling 3. Early Revenue +2,"I invest in Crypto/Web3, Digital Health, SaaS and Consumer Tech.",florian@huber.com
Allegion Ventures Corporate VC,USA Canada +23,$250k to $5M,2. Prototype 6. Pre-IPO +3,"We invest in solutions that protect people, places, and things in seamless, safe, and secure manner. We are especially...",invest@allegioncorporatevc.com
Company Ventures VC firm,USA,$100k to $1M,1. Idea or Patent 2. Prototype +1,"We invest in software (sector agnostic) and are particularly interested in Financial, Health & Wellness, Real Estate,...",@gmail.com
Icos Capital Managemen... VC firm,Netherlands Israel +37,$250k to $5M,3. Early Revenue 4. Scaling,"We invest in deeptech and sustainable projects across Europe and Israel in industries such as foodtech, agtech,...",info@icosmanagemen.com
Foothill Ventures VC firm,USA,$500k to $5M,2. Prototype 3. Early Revenue +2,"We invest in pre-seed, seed (preferred), and A-round investments in startups across software, life science, and deep...",info@foothill.com
Mount VC VC firm,USA Cyprus +15,$50k to $1M,1. Idea or Patent 2. Prototype +2,"We invest into Pre-seed and Seed stage startups, industry agnostic, but at least half of the fund is allocated for...",contact@mountvc.com
Spinaker Alfa VC firm,Poland,$100k to $200k,2. Prototype 3. Early Revenue,"We invest in fintech, cleantech, health tech, and ICT",team@spinakeralfa.com
1st Course Capital VC firm,USA,$25k to $200k,2. Prototype 3. Early Revenue +1,"We invest in business model and technology innovations across the food supply chain, from inputs and agriculture,...",contact@1stcourse.com
Blue Collective VC firm,USA,$200k to $2M,2. Prototype 3. Early Revenue +1,We invest in pre-Series A companies (Pre-Seed and Seed). We are NOT thesis-driven in the way most VCs are. Our strategy...,bluecollective@hotmail.com
Guinness Ventures VC firm,UK,$1M to $5M,3. Early Revenue 4. Scaling,"We invest in
💰 Revenues: £1m+
📈 Strong month-on-month growth
🤩 Exceptional, diverse and inspirational...",guinness@gmail.com
Lope Calvo de Quinto Solo angel,Spain France +2,$10k to $15k,1. Idea or Patent 2. Prototype,"I invest in a solid founder / founding team across all verticals: software, biotech, web3, hardware, therapeutics,...",lope@calvodequinto.com
ZAKA VC VC firm,Canada USA +43,$100k to $300k,1. Idea or Patent 2. Prototype +2,"We invest in B2B SaaS, FinTech, DeepTech, AI, Industry Tech, Robotics, Defense, BioTech, Marketplace, HR Tech,...",hello@zakavc.com
Astella Investimentos VC firm,Brazil,$500k to $5M,3. Early Revenue 4. Scaling,We invest in Brazil-based entrepreneurs building technology startups.,invest@astellainvestimentos.com
National Telecom Other,Thailand,$150k to $15M,4. Scaling 5. Growth +1,"We invest in startups that improve how the public is served through data analytics, AI, robotic, city management, life...",contact@nationaltelecomother.com
Myelin VC VC firm,Spain UK +13,$250k to $1M,2. Prototype 3. Early Revenue +3,"We invest in Europe, US and Latam mainly. We are an industry agnostic fund, open to hear new...",myelinvc@hotmail.com
XRC Labs VC firm,USA UK +2,$100k to $2.5M,2. Prototype 3. Early Revenue +1,"We invest out of 3 funds from pre-seed to Series A in retail tech, supply chain, logistics, commerce enablement and...",xrclabs@hotmail.com
Henkel Ventures Corporate VC,Canada USA +49,$1M to $5M,2. Prototype 3. Early Revenue +2,"We invest in New Engineered Materials, Smart Surfaces, Automated Manufacturing Equipment, Circular Economy, Advanced...",team@henkelcorporatevc.com
Skystar Capital VC firm,Indonesia Malaysia +3,$100k to $2M,2. Prototype 3. Early Revenue +1,"We invest in early-stage (Seed to Series A) tech-focused startups (consumer software, edtech, enterprise software,...",hello@skystar.com
Backed VC VC firm,UK,$250k to $3M,2. Prototype 3. Early Revenue +2,"We invest in founders over markets, so we're mostly sector-agnostic. Investors like to fantasize about the future, but...",hello@backedvc.com
Seraphim Space VC firm,UK USA +1,$250k to $25M,3. Early Revenue 4. Scaling +1,"We invest in companies enabling the space and drone ecosystem, including Space, DeepTech, IoT, AgTech, AI, Analytics,...",info@seraphimspace.com
Creative Thinking Vent... VC firm,France Italy,$5k to $50k,1. Idea or Patent 2. Prototype,We invest in the very early stages of start-ups. Pre-seed or seed only. We create value by developing customer-focused...,hello@creativethinkingvent.com
Waverley Capital VC firm,USA,$500k to $10M,2. Prototype 3. Early Revenue +2,We invest in US-based startups innovating the broader media ecosystem.,contact@waverley.com
EWOR VC firm,USA Albania +36,$50k to $100k,1. Idea or Patent 2. Prototype,"We invest in exceptional talents and support them in building impactful tech companies across all industries: AI,...",ewor@hotmail.com
Pegasus India Evolving... VC firm,India,$100k to $500k,4. Scaling 5. Growth +2,"We invest in cleantech, Edutech, fintech, cleantech",pegasusindiaevolving@gmail.com
10x Founders VC firm,Germany Austria +13,$100k to $3M,1. Idea or Patent 2. Prototype +1,"We invest in the most ambitious tech founders in pre/seed across Europe and the US. 

Big plus if you're building in...",10xfounders@hotmail.com
Mempool Ventures VC firm,Afghanistan Angola +86,$10k to $100k,1. Idea or Patent,We invest in breakthrough tech at its genesis stage,mempool@gmail.com
Kerala Ventures VC firm,France,$100k to $1.5M,3. Early Revenue 2. Prototype +1,"Kerala Ventures is a VC firm investing in early-stage tech startups (SaaS, marketplaces, AI, data, tech-enabled...",contact@kerala.com
Cusp Capital VC firm,Austria Belgium +10,$1M to $10M,3. Early Revenue 4. Scaling,"We invest in early stage companies based in Continental Europe, no Hardware companies / products. 

Our investment...",contact@cusp.com
Everywhere Ventures VC firm,USA UK +4,$50k to $100k,1. Idea or Patent 2. Prototype +2,We invest in tech-enabled companies making a positive impact. First check.,everywhere@hotmail.com
iSelect Fund VC firm,USA Israel +3,$250k to $2M,2. Prototype 3. Early Revenue +4,"We invest in AgTech from dirt ingredients which includes crop inputs, crop protection, agronomy, risk management,...",iselectfund@gmail.com
